id;Наименование продукта
3495;Яйцо куриное, белок, сушеный меланж, хлопья, с уменьшенным содерж. глюкозы
3496;Яйцо куриное, белок, сырой, замороженный
3497;Яйцо куриное, белок, сырой, свежий
3498;Яйцо куриное, болтунья, омлет, замороженная смесь
3499;Яйцо куриное, желток, сухой
3500;Яйцо куриное, желток, сырой, замороженный
3501;Яйцо куриное, желток, сырой, замороженный, с сахаром
3502;Яйцо куриное, желток, сырой, замороженный, соленый
3503;Яйцо куриное, желток, сырой, свежий
3504;Яйцо куриное, сухое
3505;Яйцо куриное, цельное, приготовленное, болтунья, омлет
3506;Яйцо куриное, цельное, приготовленное, жареное
3507;Яйцо куриное, цельное, приготовленное, омлет
3508;Яйцо куриное, цельное, приготовленное, пашот (сваренное без скорлупы)
3509;Яйцо куриное, цельное, приготовленное, сваренное в крутую
3510;Яйцо куриное, цельное, сушеный меланж
3511;Яйцо куриное, цельное, сушеный меланж, стабилизированное, с уменьшенным содерж. глюкозы
3512;Яйцо куриное, цельное, сырое, замороженное
3513;Яйцо куриное, цельное, сырое, свежее
3514;Яйцо, гусиное, цельное, свежее, сырое
3515;Яйцо, индюшачье, цельное, свежее, сырое
3516;Яйцо, куриное, отварное, по 1-310
3517;Яйцо, куриное, целое
3518;Яйцо, перепелиное, целое
3519;Яйцо, перепелиное, цельное, свежее, сырое
3520;Яйцо, под майонезом, по 1-86
3521;Яйцо, утиное, цельное, свежее, сырое
3522;Apple cider-flavored drink, powder, added vitamin C and sugar
3523;Apple cider-flavored drink, powder, low calorie, with vitamin C, prepared
3524;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Berry Blend
3525;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Berry Blend
3526;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Fruit Medley
3527;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi
3528;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Tropical Blend
3529;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Fruit Medley
3530;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Guava Passion Fruit
3531;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Mango Peach
3532;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Orange Pineapple
3533;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Orchard Blend
3534;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Strawberry Banana
3535;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Strawberry Kiwi
3536;CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Tropical Blend
3537;CAMPBELL Soup Company, V8 SPLASH Smoothies, Peach Mango
3538;CAMPBELL Soup Company, V8 SPLASH Smoothies, Strawberry Banana
3539;CAMPBELL Soup Company, V8 SPLASH Smoothies, Tropical Colada
3540;CAMPBELL Soup Company, V8 V. FUSION Juices, Acai Berry
3541;CAMPBELL Soup Company, V8 V. FUSION Juices, Peach Mango
3542;CAMPBELL Soup Company, V8 V. FUSION Juices, Strawberry Banana
3543;CAMPBELL Soup Company, V8 V. FUSION Juices, Tropical
3544;Carob-flavor beverage mix, powder
3545;Carob-flavor beverage mix, powder, prepared with whole milk
3546;Chocolate-flavor beverage mix for milk, powder, with added nutrients
3547;Chocolate-flavor beverage mix for milk, powder, with added nutrients, prepared with whole milk
3548;Chocolate-flavor beverage mix for milk, powder, without added nutrients
3549;Clam and tomato juice, canned
3550;Coffee substitute, roasted grain beverage, NATURAL TOUCH KAFFREE ROMA, powder
3551;Malt beverage
3552;Meal supplement drink, NESTLE, SUPLIGEN, canned, peanut flavor
3553;QUAKER OATS, PROPEL Fitness Water, fruit-flavored, non-carbonated
3554;Апельсиновый напиток, консервированный, с доб витамина C
3555;Вино, безалкогольное
3556;Виноградный напиток, консервированный
3557;Вода, бутилированная, PERRIER
3558;Вода, бутилированная, POLAND SPRING
3559;Вода, бутилированная, в общем
3560;Вода, бутилированная, негазированная, CALISTOGA
3561;Вода, бутилированная, негазированная, CRYSTAL GEYSER
3562;Вода, бутилированная, негазированная, DANNON
3563;Вода, бутилированная, негазированная, DANNON Fluoride To Go
3564;Вода, бутилированная, негазированная, DASANI
3565;Вода, бутилированная, негазированная, EVIAN
3566;Вода, бутилированная, негазированная, NAYA
3567;Вода, бутилированная, негазированная, PEPSI,(пепси), AQUAFINA
3568;Вода, водопроводная, питьевая
3569;Вода, водопроводная, улучшенная
3570;Вода, из под крана, муниципальная
3571;Вода, негазированная, бутылированная, с натуральным фруктовым вкусом, с низкокалорийным подсластителем
3572;Вода, с доб. витаминов и минералов, бутилированная, подслащенная, со вкусом фруктового ассорти
3573;Вода, с кукурузным сиропом и/или сахаром и низкокалорийным подсластителем, с фруктовым вкусом
3574;Газированный напиток, SPRITE, с лимонно-лаймовым вкусом, без кофеина
3575;Газированный напиток, апельсиновый
3576;Газированный напиток, виноградная сода
3577;Газированный напиток, Имбирный эль
3578;Газированный напиток, кола, без кофеина
3579;Газированный напиток, кола, с высоким содерж. кофеина
3580;Газированный напиток, кола, с кофеином
3581;Газированный напиток, Корневое пиво, Саспарилла
3582;Газированный напиток, крем-сода
3583;Газированный напиток, лимон-лайм сода, с кофеином
3584;Газированный напиток, На плодово-ягодных настоях
3585;Газированный напиток, На цитрусовых настоях
3586;Газированный напиток, На эссенциях («Кока-кола», «Пепси-кола», «Байкал» и др.)
3587;Газированный напиток, низкокалорийный, исключая кола или пеппер, без кофеина
3588;Газированный напиток, низкокалорийный, исключая кола или пеппер, с добавками: аспартам, с кофеином
3589;Газированный напиток, низкокалорийный, исключая кола или пеппер, с натриевым сахарином, без кофеина
3590;Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, без кофеина
3591;Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, с кофеином
3592;Газированный напиток, низкокалорийный, кола или пеппер, с натриевым сахарином, с кофеином
3593;Газированный напиток, пеппер, с кофеином
3594;Газированный напиток, с уменьшенным содерж. сахара, кола, с кофеином и подсластителями
3595;Газированный напиток, сода со вкусом шоколада
3596;Газированный напиток, содовая вода
3597;Газированный напиток, тоник
3598;Говяжий бульон с томатным соком, консервированный
3599;Заменитель кофе, напиток из злаков, порошок
3600;Заменитель кофе, напиток из злаков, порошок, приготовленный на воде
3601;Заменитель кофе, напиток из злаков, порошок, приготовленный на цельном молоке
3602;Какао микс, NESTLE, Hot Cocoa Mix Rich Chocolate с Маршмэллоу
3603;Какао микс, NESTLE, Rich Chocolate Hot Cocoa Mix
3604;Какао микс, без добавления сахара, порошок
3605;Какао микс, порошок
3606;Какао микс, порошок, приготовленный на воде
3607;Какао микс, с аспартамом, низкокалорийный, порошок, с доб кальция фосфора, без доб натрия или витамина A
3608;Какао микс, с аспартамом, порошок, приготовленный на воде
3609;Какао, со сгущенным молоком, и сахаром, консерв.
3610;Кисель из вишневого сока по 2-132
3611;Кисель из клюквы по 2-126
3612;Кисель из кураги по 2-130
3613;Кисель из сливового варенья по 2-134
3614;Кисель из сушеных яблок по 2-130
3615;Кисель из яблок по 2-128
3616;Коктейль микс, без доб сахара, концентрированный, замороженный
3617;Коктейль, виски сауэр, микс, бутилированный
3618;Коктейль, виски сауэр, микс, порошок
3619;Коктейль, виски сауэр, микс,, бутилированный, с доб. калия и натрия
3620;Компот вишневый по 2-120
3621;Компот грушевый по 2-118
3622;Компот из абрикосов по 2-122
3623;Компот из абрикосов, консервы
3624;Компот из айвы по 2-118
3625;Компот из айвы, консервы
3626;Компот из вишни, консервы
3627;Компот из груш, консервы
3628;Компот из крыжовника и черной смородины по 2-124
3629;Компот из персиков, консервы
3630;Компот из черешни, консервы
3631;Компот из яблок, консервы
3632;Компот персиковый по 2-122
3633;Компот черешневый по 2-120
3634;Компот яблочный по 2-118
3635;Компот, Яблоки в сиропе, консервы
3636;Кофе жареный в зернах
3637;Кофе и какао (мокка) порошок, с подбеливателем и низкокалорийным подсластителем
3638;Кофе и какао (мокка) порошок, с подбеливателем и низкокалорийным подсластителем, без кофеина
3639;Кофе на молоке по 2-154
3640;Кофе на сгущенном молоке по 2-154
3641;Кофе черный (без сахара) по 2-154
3642;Кофе, быстрорастворимый, без кофеина, порошок, приготовленный на воде
3643;Кофе, натуральный, со сгущенным молоком и сахаром, консерв.
3644;Кофе, растворимый, без кофеина, порошок
3645;Кофе, растворимый, обычный, порошок
3646;Кофе, растворимый, обычный, порошок, с половинным содерж. кофеина
3647;Кофе, растворимый, обычный, приготовленный на воде
3648;Кофе, растворимый, с сахаром, по-французски, порошок
3649;Кофе, растворимый, с сахаром, с ароматом капучино, порошок
3650;Кофе, растворимый, с сахаром, с ароматом мокка, порошок
3651;Кофе, растворимый, с цикорием, порошок
3652;Кофе, растворимый, с цикорием, приготовленный на воде
3653;Кофе, сваренный, молотый, приготовленный, на водопроводной воде
3654;Кофе, сваренный, молотый, приготовленный, на водопроводной воде, без кофеина
3655;Кофе, сваренный, эспрессо, приготовлено в ресторане
3656;Кофе, сваренный, эспрессо, приготовлено в ресторане, без кофеина
3657;Кофе, сухой порошок, с забеливателем для кофе (заменитель молока), малокалорийный
3658;Кукурузный напиток
3659;Лимонад, замороженный концентрат
3660;Лимонад, замороженный концентрат, белый
3661;Лимонад, замороженный концентрат, белый, приготовленный на воде
3662;Лимонад, замороженный концентрат, приготовленный на воде
3663;Лимонад, замороженный концентрат, розовый
3664;Лимонад, замороженный концентрат, розовый, приготовленный на воде
3665;Лимонад, порошок
3666;Лимонад, порошок, низкокалорийный, с заменителем сахара аспартам (E951)
3667;Лимонад, порошок, низкокалорийный, с заменителем сахара аспартам (E951), приготовленный на воде
3668;Лимонад, порошок, приготовленный на воде
3669;Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок
3670;Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок, приготовленный на воде со льдом
3671;Молочный напиток, готовый к употреблению, ароматизированный и подслащенный, с доб. кальция, витаминов A и D, с пониж. содерж. жира, 1.83%
3672;Напиток апельсиновый по 2-160
3673;Напиток к завтраку, Апельсиновый, готовый к употреблению
3674;Напиток к завтраку, Апельсиновый, готовый к употреблению, с доб нутриентами
3675;Напиток к завтраку, с апельсиновым вкусом, с уменьшенным количеством сахара
3676;Напиток клюквенный по 2-160
3677;Напиток микс, QUAKER OATS, GATORADE, со вкусом апельсина, порошок
3678;Напиток яблочный по 2-160
3679;Напиток, из плодов шиповника по 2-162
3680;Напиток, Коктейль персиковый по 2-164
3681;Напиток, рисовый, неподслащенный, с доб. кальция, витаминов A и D
3682;Напиток, с ароматом апельсина, на завтрак, низкокалорийный, порошок
3683;Напиток, с ароматом апельсина, на завтрак, порошок
3684;Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат
3685;Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат, приготовленный на воде
3686;Напиток, с фруктовым ароматом микс, порошок, неподслащенный
3687;Напиток, с фруктовым ароматом, с высоким содерж. витамина С, низкокалорийный, порошок
3688;Напиток, с фруктовым ароматом, сухая смесь, низкокалорийный, с заменителем сахара аспартам (E951)
3689;Напиток, с шоколадным вкусом, на основе молока и сыворотки
3690;Напиток, со апельсиновым вкусом, к завтраку, порошок, приготовленный на воде
3691;Напиток, со вкусом лимонада, порошок
3692;Напиток, со вкусом лимонада, порошок, приготовленный на воде
3693;Напиток, со вкусом шоколада, порошок, приготовленный на цельном молоке
3694;Напиток, со вкусом эг-ногг, порошок, приготовленный на цельном молоке
3695;Напиток, Хорчата (орчата), как подают в ресторанах
3696;Напиток, Хорчата (орчата), сухая смесь, неприготовленный, различных брендов, все с семенами морро (morro)
3697;Напиток, Яблочно-абрикосовый, консервы
3698;Напиток, Яблочно-виноградный Консервы
3699;Напиток, Яблочно-морковный, консервы
3700;Напиток-микс, с клубничным вкусом, порошок
3701;Напиток-микс, с клубничным вкусом, порошок, приготовленный на цельном молоке
3702;Напиток-шейк, фаст фуд, ванильный
3703;Напиток-шейк, фаст фуд, клубничный
3704;Напиток-шейк, фаст фуд, шоколадный
3705;Смесь солодовых напитков, натуральных, порошок
3706;Смесь солодовых напитков, натуральных, порошок, приготовленный с цельным молоком
3707;Смесь солодовых напитков, натуральных, с добавками, порошок
3708;Смесь солодовых напитков, натуральных, с добавками, порошок, приготовленный с цельным молоком
3709;Смесь солодовых напитков, шоколад, порошок
3710;Смесь солодовых напитков, шоколад, порошок, приготовленный с цельным молоком
3711;Смесь солодовых напитков, шоколад, с добавками, порошок
3712;Смесь солодовых напитков, шоколад, с добавками, порошок, приготовленный с цельным молоком
3713;Спортивный напиток, COCA-COLA, POWERADE, с лимонно-лаймовым вкусом, готовый к употреблению
3714;Спортивный напиток, PEPSICO QUAKERGATORADE, GATORADE, с фруктовым вкусом, готовый к употреблению
3715;Спортивный напиток, с фруктовым вкусом, низкокалорийный, готовый к употреблению
3716;Фруктовый пунш, напиток, без добавления нутриентов, консервированный
3717;Фруктовый пунш, напиток, замороженный концентрат
3718;Фруктовый пунш, напиток, замороженный концентрат, приготовленный на воде
3719;Фруктовый пунш, напиток, порошок, без доб натрия
3720;Фруктовый пунш, напиток, порошок, без доб натрия, приготовленный на воде
3721;Фруктовый пунш, напиток, с доб. нутриентов, консервированный
3722;Хлебный квас
3723;Чай с лимоном по 2-154
3724;Чай с сахаром по 2-154
3725;Чай, готовый к употреблению, ARIZONA iced tea, с лимонным вкусом
3726;Чай, готовый к употреблению, LIPTON BRISK, холодный, с лимонным вкусом
3727;Чай, готовый к употреблению, NESTLE, COOL NESTEA, холодный, с лимонным вкусом
3728;Чай, готовый к употреблению, WENDY'S, фаст фуд, без льда
3729;Чай, заваренный, приготовленный, на водопроводной воде
3730;Чай, заваренный, приготовленный, на водопроводной воде, без кофеина
3731;Чай, заваренный, приготовленный, на дистиллированной воде
3732;Чай, растворимый, неподслащенный, с ароматом лимона, порошок
3733;Чай, растворимый, не подслащенный, порошок, приготовленный
3734;Чай, растворимый, неподслащенный, порошок
3735;Чай, растворимый, неподслащенный, порошок, без кофеина
3736;Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок
3737;Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, без кофеина
3738;Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, приготовленный
3739;Чай, растворимый, подслащенный сахаром, со вкусом лимона, с доб. аскорбиновой кислоты, порошок
3740;Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок
3741;Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, без кофеина
3742;Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, приготовленный
3743;Чай, с молоком, по 2-154
3744;Чай, травяной, не ромашковый, заваренный
3745;Чай, травяной, ромашковый, заваренный
3746;Шоколадный сироп
3747;Шоколадный сироп, приготовленный на цельном молоке
3748;Энергетический напиток, AMP
3749;Энергетический напиток, AMP, без сахара
3750;Энергетический напиток, FULL THROTTLE
3751;Энергетический напиток, Monster (Монстр)
3752;Энергетический напиток, RED BULL (Ред булл), без сахара, с доб кофеина, витаминами: PP, B5, B6 и B12
3753;Энергетический напиток, RED BULL (Ред булл), с доб кофеина, витаминами: PP, B5, B6 и B12
3754;Энергетический напиток, ROCKSTAR
3755;Энергетический напиток, ROCKSTAR, без сахара
3756;Энергетический напиток, VAULT Zero, без сахара, со вкусом цитрусовых
3757;Энергетический напиток, VAULT Zero, со вкусом цитрусовых
3758;«Боржоми», минеральная вода
3759;«Ессентуки № 4», минеральная вода
3760;«Нарзан», минеральная вода
3761;Brussels sprouts, вареная, со сливом, без соли
3762;Brussels sprouts, вареная, со сливом, с солью
3763;CAMPBELL Soup Company, HEALTHY REQUEST Tomato juice
3764;CAMPBELL Soup Company, PACE, Diced Green Chilies
3765;CAMPBELL Soup Company, PACE, Jalapenos Nacho Sliced Peppers
3766;CAMPBELL Soup Company, V8 60% Vegetable Juice, V8 V-Lite
3767;CAMPBELL Soup Company, V8 Vegetable Juice, Calcium Enriched V8
3768;CAMPBELL Soup Company, V8 Vegetable Juice, Essential Antioxidants V8
3769;CAMPBELL Soup Company, V8 Vegetable Juice, High Fiber V8
3770;CAMPBELL Soup Company, V8 Vegetable Juice, Low Sodium Spicy Hot
3771;CAMPBELL Soup Company, V8 Vegetable Juice, Low Sodium V8
3772;CAMPBELL Soup Company, V8 Vegetable Juice, Organic V8
3773;CAMPBELL Soup Company, V8 Vegetable Juice, Spicy Hot V8
3774;CAMPBELL Soup Company, Натуральный томатный сок
3775;CAMPBELL Soup Company, Томатный сок
3776;CAMPBELL Soup Company, Томатный сок с низким содерж. натрия
3777;CAMPBELL Soup Compnay, V8 Vegetable Juice, V8 100% Vegetable Juice
3778;Chrysanthemum, garland, cooked, boiled, drained, with salt
3779;Cowpeas, leafy tips, cooked, boiled, drained, with salt
3780;Cowpeas, young pods with seeds, cooked, boiled, drained, with salt
3781;Epazote, raw
3782;Eppaw, raw
3783;Fiddlehead ferns, frozen, unprepared
3784;Fiddlehead ferns, raw
3785;Fireweed, leaves, raw
3786;Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt
3787;Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt
3788;Gourd, dishcloth (towelgourd), raw
3789;Gourd, white-flowered (calabash), cooked, boiled, drained, with salt
3790;Gourd, white-flowered (calabash), cooked, boiled, drained, without salt
3791;Gourd, white-flowered (calabash), raw
3792;Hearts of palm, canned
3793;Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt
3794;Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt
3795;Hyacinth-beans, immature seeds, raw
3796;Jew's ear, (pepeao), raw
3797;Kanpyo, (dried gourd strips)
3798;Lambs quarters, cooked, boiled, drained, with salt
3799;Lambs quarters, cooked, boiled, drained, without salt
3800;Lambs quarters, raw
3801;Lettuce, butterhead (includes boston and bibb types), raw
3802;Lettuce, cos or romaine, raw
3803;Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt
3804;Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt
3805;Lima beans, immature seeds, frozen, baby, unprepared
3806;Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt
3807;Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt
3808;Lima beans, immature seeds, frozen, fordhook, unprepared
3809;Palm hearts, raw
3810;Pepeao, dried
3811;Pickles, chowchow, with cauliflower onion mustard, sweet
3812;Poi
3813;Potato puffs, frozen, oven-heated
3814;Potato puffs, frozen, unprepared
3815;Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt
3816;Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, without salt
3817;Potatoes, frozen, french fried, par fried, cottage-cut, unprepared
3818;Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt
3819;Potatoes, frozen, french fried, par fried, extruded, unprepared
3820;Potatoes, o'brien, frozen, prepared
3821;Potatoes, o'brien, frozen, unprepared
3822;Potatoes, o'brien, home-prepared
3823;Potatoes, scalloped, dry mix, prepared with water, whole milk and butter
3824;Potatoes, scalloped, dry mix, unprepared
3825;Sesbania flower, cooked, steamed, without salt
3826;Sesbania flower, raw
3827;Swamp cabbage, (skunk cabbage), raw
3828;Swamp cabbage, cooked, boiled, drained, with salt
3829;Swamp cabbage, cooked, boiled, drained, without salt
3830;USDA Commodity, Картофельные клинья (дольки), замороженные
3831;Yam, cooked, boiled, drained, or baked, without salt
3832;Yam, raw
3833;Yambean (jicama), cooked, boiled, drained, with salt
3834;Yambean (jicama), cooked, boiled, drained, without salt
3835;Yambean (jicama), raw
3836;Yardlong bean, cooked, boiled, drained, with salt
3837;Yautia (tannier), raw
3838;Амарант, листья, вареные, со сливом, без соли
3839;Амарант, листья, вареные, со сливом, с солью
3840;Амарант, листья, сырые
3841;Артишок, вареный, со сливом, без соли
3842;Артишок, вареный, со сливом, с солью
3843;Артишок, замороженный, вареный, со сливом, без соли
3844;Артишок, замороженный, вареный, со сливом, с солью
3845;Артишок, замороженный, неприготовленный
3846;Артишок, сырой
3847;Аспарагус, Спаржа
3848;Аспарагус, спаржа, вареная, со сливом
3849;Аспарагус, спаржа, вареная, со сливом, с солью
3850;Аспарагус, спаржа, замороженная, вареная, со сливом, без соли
3851;Аспарагус, спаржа, замороженная, вареная, со сливом, с солью
3852;Аспарагус, спаржа, замороженная, неприготовленная
3853;Аспарагус, спаржа, консервированная, без доб. соли, кусочки, и жидкость
3854;Аспарагус, спаржа, консервированная, кусочки, со сливом
3855;Аспарагус, спаржа, консервированная, обычная упаковка, кусочки, и жидкость
3856;Аспарагус, спаржа, сырая
3857;Базелла, (Vinespinach), шпинат, сырая
3858;Баклажан, маринованный
3859;Баклажан, отварной, со сливом, без доб. соли
3860;Баклажан, отварной, со сливом, с доб. соли
3861;Баклажан, сырой
3862;Баклажаны
3863;Баклажаны, фаршированные овощами по 1-266
3864;Батат, вареный, без кожуры
3865;Батат, вареный, без кожуры, с доб. соли
3866;Батат, вареный, со сливом, или запеченный, с солью
3867;Батат, замороженный, запеченный, без доб. соли
3868;Батат, замороженный, запеченный, с доб. соли
3869;Батат, замороженный, неприготовленный
3870;Батат, запеченный в кожуре, без доб. соли
3871;Батат, запеченный в кожуре, с доб. соли
3872;Батат, консервированный, в вакуумной упаковке
3873;Батат, консервированный, в сиропе, кусочки и жидкость
3874;Батат, консервированный, в сиропе, кусочки, со сливом
3875;Батат, консервированный, по-домашнему
3876;Батат, консервированный, пюре
3877;Батат, листья, пропаренные, без соли
3878;Батат, листья, пропаренные, с солью
3879;Батат, листья, сырые
3880;Батат, сырой, неприготовленный
3881;Белокопытник, (фуки), сырой
3882;Белокопытник, вареный со сливом, без соли
3883;Белокопытник, вареный со сливом, с солью
3884;Белокопытник, консервированный
3885;Бобы мунг (маш, фасоль золотистая), зрелые семена, пророщенные, вареные, со сливом, без доб. соли
3886;Бобы мунг (маш, фасоль золотистая), зрелые семена, пророщенные, вареные, со сливом, с доб. соли
3887;Бобы мунг (маш, фасоль золотистая), зрелые семена, пророщенные, жаренные с помешиванием
3888;Бобы мунг (маш, фасоль золотистая), зрелые семена, пророщенные, консервированные, со сливом
3889;Бобы мунг (маш, фасоль золотистая), зрелые семена, пророщенные, сырые
3890;Бобы, незрелые семена, вареные, со сливом, без соли
3891;Бобы, незрелые семена, вареные, со сливом, с солью
3892;Бобы, незрелые семена, сырые
3893;Брокколи, вареная, со сливом, без соли
3894;Брокколи, вареная, со сливом, с солью
3895;Брокколи, замороженная, копья, нарубленные, вареные, со сливом, без соли
3896;Брокколи, замороженная, копья, нарубленные, вареные, со сливом, с солью
3897;Брокколи, замороженная, копья, неприготовленные
3898;Брокколи, замороженная, нарубленная, вареная, со сливом, с солью
3899;Брокколи, замороженная, нарубленная, вареная, со сливом, с солью
3900;Брокколи, замороженная, нарубленная, неприготовленная
3901;Брокколи, китайская, приготовленная
3902;Брокколи, листья, сырые
3903;Брокколи, рааб, рапини, приготовленная
3904;Брокколи, рааб, рапини, сырая
3905;Брокколи, стебли, сырые
3906;Брокколи, сырая
3907;Брокколи, цветки, сырые
3908;Брюква
3909;Брюква припущенная по 1-214
3910;Брюква, вареная, со сливом, без доб. соли
3911;Брюква, вареная, со сливом, с доб. соли
3912;Брюква, сырая
3913;Брюссельская капуста, сырая
3914;Васаби, корень, сырой
3915;Виноградные листья, консервированные
3916;Виноградные листья, сырые
3917;Восковая тыква (зимняя тыква), (chinese preserving melon), вареная, со сливом, с доб. соли
3918;Голубиный горох, незрелые семена, вареная, со сливом, без соли
3919;Голубиный горох, незрелые семена, вареный, с солью
3920;Голубиный горох, незрелые семена, сырые
3921;Голубцы овощные по 1-256
3922;Горный ямс, гавайский, приготовленный на пару, без доб. соли
3923;Горный ямс, гавайский, приготовленный на пару, с доб. соли
3924;Горный ямс, гавайский, сырой
3925;Горох и лук, замороженные, вареные, со сливом, без соли
3926;Горох и лук, замороженные, вареные, со сливом, с солью
3927;Горох и лук, замороженные, неприготовленные
3928;Горох и лук, консервированный, кусочки и жидкость
3929;Горох и морковь, замороженная, вареная, со сливом, без соли
3930;Горох и морковь, замороженная, вареная, со сливом, с солью
3931;Горох и морковь, замороженная, неприготовленная
3932;Горох и морковь, консервированный, без доб.соли, кусочки и жидкость
3933;Горох и морковь, консервированный, обычная упаковка, кусочки и жидкость
3934;Горох, в стручках, вареный, без доб. соли
3935;Горох, в стручках, вареный, с доб. соли
3936;Горох, в стручках, замороженный, вареный, со сливом, без доб. соли
3937;Горох, в стручках, замороженный, вареный, со сливом, с доб. соли
3938;Горох, в стручках, замороженный, неприготовленный
3939;Горох, в стручках, сырой
3940;Горошек, зеленый, вареный, со сливом, без соли
3941;Горошек, зеленый, вареный, со сливом, с солью
3942;Горошек, зеленый, замороженный, вареный, со сливом, без соли
3943;Горошек, зеленый, замороженный, вареный, со сливом, с солью
3944;Горошек, зеленый, замороженный, неприготовленный
3945;Горошек, зеленый, консервированный, без доб. соли, кусочки и жидкость?
3946;Горошек, зеленый, консервированный, без доб. соли, со сливом
3947;Горошек, зеленый, консервированный, приправленный, кусочки и жидкость
3948;Горошек, зеленый, консервированный, стандартная упаковка, кусочки и жидкость
3949;Горошек, зеленый, консервированный, стандартная упаковка, со сливом
3950;Горошек, зеленый, сырой
3951;Горошек, зрелые семена, пророщенные, вареные, со сливом, без соли
3952;Горошек, зрелые семена, пророщенные, вареные, со сливом, с солью
3953;Горошек, зрелые семена, пророщенные, сырые
3954;Горчица, листья, вареные со сливом, без соли
3955;Горчица, листья, вареные со сливом, с солью
3956;Горчица, листья, замороженные, вареная, со сливом, с солью
3957;Горчица, листья, замороженные, вареные со сливом, без соли
3958;Горчица, листья, замороженные, неприготовленные
3959;Горчица, листья, сырые
3960;Горчичная капуста, соленая (mustard)
3961;Горькая дыня (тыква) (бальзамическая груша), верхушки листьев, вареные, со сливом, без доб. соли
3962;Горькая дыня (тыква) (бальзамическая груша), верхушки листьев, вареные, со сливом, с доб. соли
3963;Горькая дыня (тыква) (бальзамическая груша), верхушки листьев, сырые
3964;Горькая дыня (тыква) (бальзамическая груша), плоды, вареные, со сливом, без доб. соли
3965;Горькая дыня (тыква) (бальзамическая груша), плоды, вареные, со сливом, с доб. соли
3966;Горькая дыня (тыква) (бальзамическая груша), плоды, сырые
3967;Грибы жареные (сушеные) по 1-268
3968;Грибы жареные в сметанном соусе по 1-242
3969;Грибы жареные с картофелем по 1-242
3970;Грибы, brown, Italian, or Crimini, сырые
3971;Грибы, straw, консервированные, кусочки, со сливом
3972;Грибы, Белые сушеные
3973;Грибы, белые, жаренные с помешиванием
3974;Грибы, белые, приготовленные на микроволновке
3975;Грибы, Белые, свежие
3976;Грибы, былые, сырые
3977;Грибы, вареные со сливом, без соли
3978;Грибы, вареные со сливом, с солью
3979;Грибы, вешенка, сырые
3980;Грибы, запеченные в сметанном соусе по 1-260
3981;Грибы, иноки, сырые
3982;Грибы, консервированные, кусочки, со сливом
3983;Грибы, Лисички, свежие
3984;Грибы, лисички, сырые
3985;Грибы, маслята, свежие
3986;Грибы, митаки, сырые
3987;Грибы, Опята, свежие
3988;Грибы, Подберезовики, свежие
3989;Грибы, Подосиновики
3990;Грибы, портобелло, запеченные в гриле
3991;Грибы, портобелло, подвергнутые ультрафиолетовому излучению, запеченные в гриле
3992;Грибы, портобелло, подвергнутые ультрафиолетовому излучению, сырые
3993;Грибы, портобелло, сырые
3994;Грибы, Сморчок
3995;Грибы, Сыроежки, свежие
3996;Грибы, тушенные с картофелем по 1-228
3997;Грибы, уши облака, сушеные
3998;Грибы, Шампиньоны, свежие
